Assets under management,Brokers,City,Cost ratio,Date,Educational qualifications,Gender,ID,Insurer,People,Policy tenuer,Premium,Premium 1,Profitability,Sahreholding pattern,Stakeholder,Age,Calculation1,Calculation2,Value Created,Zero
Debt,Gita,Pune,Total cost ratio,10-05-2014,Graduate,Male,3194.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,649821.428571428,649821.428571428,0
Debt,Puja,Pune,Total cost ratio,11-05-2014,Graduate,Male,3195.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,654738,654738,0
Debt,Sheela,Pune,Total cost ratio,12-05-2014,Graduate,Male,3197.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,659654.571428571,659654.571428571,0
Debt,Rita,Pune,Total cost ratio,13-05-2014,Graduate,Male,3198.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,664571.142857143,664571.142857143,0
Debt,Mina,Pune,Total cost ratio,14-05-2014,Graduate,Male,3200.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,669487.714285714,669487.714285714,0
Debt,Rushi,Pune,Total cost ratio,15-05-2014,Graduate,Male,3201.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,674404.285714285,674404.285714285,0
Debt,Krishna,Pune,Total cost ratio,16-05-2014,Graduate,Male,3203.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,679320.857142857,679320.857142857,0
Debt,Gita,Pune,Total cost ratio,17-05-2014,Graduate,Male,3204.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,684237.428571428,684237.428571428,0
Debt,Puja,Pune,Total cost ratio,18-05-2014,Graduate,Male,3206.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,689154,689154,0
Debt,Sheela,Pune,Total cost ratio,19-05-2014,Graduate,Male,3207.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,694070.571428571,694070.571428571,0
Debt,Rita,Pune,Total cost ratio,20-05-2014,Graduate,Male,3209.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,698987.142857143,698987.142857143,0
Debt,Mina,Pune,Total cost ratio,21-05-2014,Graduate,Male,3210.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,703903.714285714,703903.714285714,0
Debt,Rushi,Pune,Total cost ratio,22-05-2014,Graduate,Male,3212.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,708820.285714285,708820.285714285,0
Debt,Krishna,Pune,Total cost ratio,23-05-2014,Graduate,Male,3213.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,713736.857142857,713736.857142857,0
Debt,Gita,Pune,Total cost ratio,24-05-2014,Graduate,Male,3215.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,718653.428571428,718653.428571428,0
Debt,Rushi,Pune,Total cost ratio,25-05-2014,Graduate,Male,3216.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,723570,723570,0
Debt,Krishna,Pune,Total cost ratio,26-05-2014,Graduate,Male,3218.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,728486.571428571,728486.571428571,0
Debt,Gita,Pune,Total cost ratio,27-05-2014,Graduate,Male,3219.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,733403.142857143,733403.142857143,0
Debt,Puja,Pune,Total cost ratio,28-05-2014,Graduate,Male,3221.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,738319.714285714,738319.714285714,0
Debt,Sheela,Pune,Total cost ratio,29-05-2014,Graduate,Male,3222.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,743236.285714285,743236.285714285,0
Debt,Rita,Pune,Total cost ratio,30-05-2014,Graduate,Male,3224.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,748152.857142857,748152.857142857,0
Debt,Mina,Pune,Total cost ratio,31-05-2014,Graduate,Male,3225.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,753069.428571428,753069.428571428,0
Debt,Rushi,Pune,Total cost ratio,01-06-2014,Graduate,Male,3227.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,757986,757986,0
Debt,Krishna,Pune,Total cost ratio,02-06-2014,Graduate,Male,3228.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,762902.571428571,762902.571428571,0
Debt,Gita,Pune,Total cost ratio,03-06-2014,Graduate,Male,3230.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,767819.142857143,767819.142857143,0
Debt,Puja,Pune,Total cost ratio,04-06-2014,Graduate,Male,3231.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,772735.714285714,772735.714285714,0
Debt,Sheela,Pune,Total cost ratio,05-06-2014,Graduate,Male,3233.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,777652.285714285,777652.285714285,0
Debt,Rita,Pune,Total cost ratio,06-06-2014,Graduate,Male,3234.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,782568.857142857,782568.857142857,0
Debt,Mina,Pune,Total cost ratio,07-06-2014,Graduate,Male,3236.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,787485.428571428,787485.428571428,0
Debt,Rushi,Pune,Total cost ratio,08-06-2014,Graduate,Male,3237.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,792402,792402,0
Debt,Krishna,Pune,Total cost ratio,09-06-2014,Graduate,Male,3239.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,797318.571428571,797318.571428571,0
Debt,Gita,Pune,Total cost ratio,10-06-2014,Graduate,Male,3240.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,802235.142857143,802235.142857143,0
Debt,Puja,Pune,Total cost ratio,11-06-2014,Graduate,Male,3242.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,807151.714285714,807151.714285714,0
Debt,Sheela,Pune,Total cost ratio,12-06-2014,Graduate,Male,3243.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,812068.285714285,812068.285714285,0
Debt,Rita,Pune,Total cost ratio,13-06-2014,Graduate,Male,3245.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,816984.857142857,816984.857142857,0
Debt,Mina,Pune,Total cost ratio,14-06-2014,Graduate,Male,3246.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,821901.428571428,821901.428571428,0
Debt,Rushi,Pune,Total cost ratio,15-06-2014,Graduate,Male,3248.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,826818,826818,0
Debt,Krishna,Pune,Total cost ratio,16-06-2014,Graduate,Male,3249.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,831734.571428571,831734.571428571,0
Debt,Gita,Pune,Total cost ratio,17-06-2014,Graduate,Male,3251.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,836651.142857143,836651.142857143,0
Debt,Rushi,Pune,Total cost ratio,18-06-2014,Graduate,Male,3252.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,841567.714285714,841567.714285714,0
Debt,Krishna,Pune,Total cost ratio,19-06-2014,Graduate,Male,3254.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,846484.285714285,846484.285714285,0
Debt,Gita,Pune,Total cost ratio,20-06-2014,Graduate,Male,3255.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,851400.857142857,851400.857142857,0
Debt,Puja,Pune,Total cost ratio,21-06-2014,Graduate,Male,3257.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,856317.428571428,856317.428571428,0
Debt,Sheela,Pune,Total cost ratio,22-06-2014,Graduate,Male,3258.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,861234,861234,0
Debt,Rita,Pune,Total cost ratio,23-06-2014,Graduate,Male,3260.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,866150.571428571,866150.571428571,0
Debt,Mina,Pune,Total cost ratio,24-06-2014,Graduate,Male,3261.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,871067.142857143,871067.142857143,0
Debt,Rushi,Pune,Total cost ratio,25-06-2014,Graduate,Male,3263.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,875983.714285714,875983.714285714,0
Debt,Krishna,Pune,Total cost ratio,26-06-2014,Graduate,Male,3264.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,880900.285714285,880900.285714285,0
Debt,Gita,Pune,Total cost ratio,27-06-2014,Graduate,Male,3266.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,885816.857142857,885816.857142857,0
Debt,Puja,Pune,Total cost ratio,28-06-2014,Graduate,Male,3267.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,890733.428571428,890733.428571428,0
Debt,Sheela,Pune,Total cost ratio,29-06-2014,Graduate,Male,3269.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,895650,895650,0
Debt,Rita,Pune,Total cost ratio,30-06-2014,Graduate,Male,3270.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,900566.571428571,900566.571428571,0
Debt,Mina,Pune,Total cost ratio,01-07-2014,Graduate,Male,3272.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,905483.142857143,905483.142857143,0
Debt,Rushi,Pune,Total cost ratio,02-07-2014,Graduate,Male,3273.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,910399.714285714,910399.714285714,0
Debt,Krishna,Pune,Total cost ratio,03-07-2014,Graduate,Male,3275.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,915316.285714285,915316.285714285,0
Debt,Gita,Pune,Total cost ratio,04-07-2014,Graduate,Male,3276.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,920232.857142857,920232.857142857,0
Debt,Puja,Pune,Total cost ratio,05-07-2014,Graduate,Male,3278.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,925149.428571428,925149.428571428,0
Debt,Sheela,Pune,Total cost ratio,06-07-2014,Graduate,Male,3279.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,930066,930066,0
Debt,Rita,Pune,Total cost ratio,07-07-2014,Graduate,Male,3281.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,934982.571428571,934982.571428571,0
Debt,Mina,Pune,Total cost ratio,08-07-2014,Graduate,Male,3282.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,939899.142857143,939899.142857143,0
Debt,Rushi,Pune,Total cost ratio,09-07-2014,Graduate,Male,3284.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,944815.714285714,944815.714285714,0
Debt,Krishna,Pune,Total cost ratio,10-07-2014,Graduate,Male,3285.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,949732.285714285,949732.285714285,0
Debt,Gita,Pune,Total cost ratio,11-07-2014,Graduate,Male,3287.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,954648.857142857,954648.857142857,0
Debt,Rushi,Pune,Total cost ratio,12-07-2014,Graduate,Male,3288.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,959565.428571428,959565.428571428,0
Debt,Krishna,Pune,Total cost ratio,13-07-2014,Graduate,Male,3290.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,964482,964482,0
Debt,Gita,Pune,Total cost ratio,14-07-2014,Graduate,Male,3291.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,969398.571428571,969398.571428571,0
Debt,Puja,Pune,Total cost ratio,15-07-2014,Graduate,Male,3293.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,974315.142857143,974315.142857143,0
Debt,Sheela,Pune,Total cost ratio,16-07-2014,Graduate,Male,3294.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,979231.714285714,979231.714285714,0
Debt,Rita,Pune,Total cost ratio,17-07-2014,Graduate,Male,3296.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,984148.285714285,984148.285714285,0
Debt,Mina,Pune,Total cost ratio,18-07-2014,Graduate,Male,3297.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,989064.857142857,989064.857142857,0
Debt,Rushi,Pune,Total cost ratio,19-07-2014,Graduate,Male,3299.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,993981.428571428,993981.428571428,0
Debt,Krishna,Pune,Total cost ratio,20-07-2014,Graduate,Male,3300.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,998898,998898,0
Debt,Gita,Pune,Total cost ratio,21-07-2014,Graduate,Male,3302.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1003814.57142857,1003814.57142857,0
Debt,Puja,Pune,Total cost ratio,22-07-2014,Graduate,Male,3303.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1008731.14285714,1008731.14285714,0
Debt,Sheela,Pune,Total cost ratio,23-07-2014,Graduate,Male,3305.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1013647.71428571,1013647.71428571,0
Debt,Rita,Pune,Total cost ratio,24-07-2014,Graduate,Male,3306.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1018564.28571428,1018564.28571428,0
Debt,Mina,Pune,Total cost ratio,25-07-2014,Graduate,Male,3308.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1023480.85714285,1023480.85714285,0
Debt,Rushi,Pune,Total cost ratio,26-07-2014,Graduate,Male,3309.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1028397.42857142,1028397.42857142,0
Debt,Krishna,Pune,Total cost ratio,27-07-2014,Graduate,Male,3311.333333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1033314,1033314,0
Debt,Gita,Pune,Total cost ratio,28-07-2014,Graduate,Male,3312.833333333,Lives cover,LM adoption,More than 5 years,New premium,Renewal premium,Profit after tax,Retail,Investors,15,0,1038230.57142857,1038230.57142857,0
